,train_loss,test_loss,best,eval_psnr,eval_psnr_lin
0,5.055023193359375,0.5165466070175171,1.0,19.907318115234375,27.511024475097656
1,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0
